track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Lyrics
un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438,41,205,54,12,251,83,F#,Minor,57,56,72,23,0,27,5,"Me queda 1%
Y lo usaré solo para decirte lo mucho que lo siento
Que si me ven con otra en una disco solo es perdiendo el tiempo
Baby, ¿pa' qué te miento?
Eso de que me vieron feliz, no, no es cierto

Ya nada me hace reír
Solo cuando veo las fotos y los vídeos que tengo de ti
Salí con otra para olvidarte y tenía el perfume que te gusta a ti
Prendo para irme a dormir
Porque duermo mejor si sueño que estás aquí
Si supieras que te escribí
No he mandado los mensajes, siguen todos ahí
Wow, qué mucho me ha costa'o
Quizás te hice un favor cuando me fui de tu lado
Borracho viendo tus fotos, me duele ver que tú sí has mejorado
No tienes días grises, ya no te duelen las cicatrices
Y yo pensando si decirte que

Me queda 1%
Y lo usaré solo para decirte lo mucho que lo siento
Que si me ven con otra en una disco solo es perdiendo el tiempo
Baby, ¿pa' qué te miento?
Eso de que me vieron feliz, no, no es cierto (Ey)

Hace tiempo no pensaba en ti
Borracho a tu Insta me metí
Baby, ya yo sé que a ti te va bien
Que de mí tú no quieres saber, ey, ey
Viviendo en un infierno que yo mismo incendié
Jugando contigo como si fuese el die'
Siento que ya no estoy en tu corazón, ahora estoy en tus pie'
Rogándote, en el tequila ahogándome
Los muchacho' están invitándome a salir
La paso bien, pero siempre termino extrañándote
En el tequila ahogándome, ey
Las morritas texteándome, ey
Que dónde es la peda hoy, pero

Me queda 1%
Y lo usaré solo para decirte lo mucho que lo siento
Que si me ven con otra en una disco solo es perdiendo el tiempo
Baby, ¿pa' qué te miento?
Eso de que me vieron feliz no es cierto, ey

Y esto es Grupo Frontera
Y el compa Bad Bunny"
Super Shy,NewJeans,1,2023,7,7,422,55,58255150,37,202,21,5,168,150,F,Minor,78,52,82,18,0,15,7,"[Romanized:]

I'm super shy, super shy
But wait a minute while I make you mine, make you mine
Tteollineun jigeumdo, you're on my mind all the time
I wanna tell you but, I'm super shy, super shy
I'm super shy, super shy
But wait a minute while I make you mine, make you mine
Tteollineun jigeumdo, you're on my mind all the time
I wanna tell you but I'm super shy, super shy

And I wanna go out with you
Where you wanna go? (Huh?)
Find a lil spot, just sit and talk
Looking pretty, follow me
Uri duri naranhi
Boiji? (Bwa)
Nae nuni (Heh)
Gapjagi, binnaji
When you say I'm your dream

You don't even know my name
Do ya?
You don't even know my name
Do ya-a?
Nugubodado

I'm super shy, super shy
But wait a minute while I make you mine, make you mine
Tteollineun jigeumdo, you're on my mind all the time
I wanna tell you but, I'm super shy, super shy
I'm super shy, super shy
But wait a minute while I make you mine, make you mine
Tteollineun jigeumdo, you're on my mind all the time
I wanna tell you but I'm super shy, super shy

Na wollae maldo jalhago geureonde wae ireonji
I don't like that
Something odd about you
Yeah, you're special and you know it
You're the top, babe

I'm super shy, super shy
But wait a minute while I make you mine, make you mine
Tteollineun jigeumdo, you're on my mind all the time
I wanna tell you but, I'm super shy, super shy
I'm super shy, super shy
But wait a minute while I make you mine, make you mine
Tteollineun jigeumdo, you're on my mind all the time
I wanna tell you but I'm super shy, super shy

You don't even know my name
Do ya?
You don't even know my name
Do ya-a?
Nugubodado
You don't even know my name
Do ya?
You don't even know my name
Do ya-a?

[Korean:]

I'm super shy, super shy
But wait a minute while I make you mine, make you mine
떨리는 지금도, you're on my mind all the time
I wanna tell you but, I'm super shy, super shy
I'm super shy, super shy
But wait a minute while I make you mine, make you mine
떨리는 지금도, you're on my mind all the time
I wanna tell you but I'm super shy, super shy

And I wanna go out with you
Where you wanna go? (Huh?)
Find a lil spot, just sit and talk
Looking pretty, follow me
우리 둘이 나란히
보이지? (봐)
내 눈이 (Heh)
갑자기, 빛나지
When you say I'm your dream

You don't even know my name
Do ya?
You don't even know my name
Do ya-a?
누구보다도

I'm super shy, super shy
But wait a minute while I make you mine, make you mine
떨리는 지금도, you're on my mind all the time
I wanna tell you but, I'm super shy, super shy
I'm super shy, super shy
But wait a minute while I make you mine, make you mine
떨리는 지금도, you're on my mind all the time
I wanna tell you but I'm super shy, super shy

나 원래 말도 잘하고 그런데 왜 이런지
I don't like that
Something odd about you
Yeah, you're special and you know it
You're the top, babe

I'm super shy, super shy
But wait a minute while I make you mine, make you mine
떨리는 지금도, you're on my mind all the time
I wanna tell you but, I'm super shy, super shy
I'm super shy, super shy
But wait a minute while I make you mine, make you mine
떨리는 지금도, you're on my mind all the time
I wanna tell you but I'm super shy, super shy

You don't even know my name
Do ya?
You don't even know my name
Do ya-a?
누구보다도
You don't even know my name
Do ya?
You don't even know my name
Do ya-a?

[English translation:]

I'm super shy, super shy
But wait a minute while I make you mine, make you mine
I'm all nervous 'cause you're on my mind all the time
I wanna tell you but I'm super shy, super shy
I'm super shy, super shy
But wait a minute while I make you mine, make you mine
I'm all nervous 'cause you're on my mind all the time
I wanna tell you but I'm super shy, super shy

And I wanna go out with you
Where you wanna go? (Huh?)
Find a lil' spot, just sit and talk
Looking pretty, follow me
You and I side by side
Can't you see? (Look)
My eyes (Heh) suddenly sparkle
When you say I'm your dream

You don't even know my name
Do ya?
You don't even know my name
Do ya-a?
More than anyone

I'm super shy, super shy
But wait a minute while I make you mine, make you mine
I'm all nervous 'cause you're on my mind all the time
I wanna tell you but I'm super shy, super shy
I'm super shy, super shy
But wait a minute while I make you mine, make you mine
I'm all nervous 'cause you're on my mind all the time
I wanna tell you but I'm super shy, super shy

I'm usually pretty talkative, what's wrong with me?
I don't like that
Something odd about you
Yeah, you're special and you know it
You're the top, babe

I'm super shy, super shy
But wait a minute while I make you mine, make you mine
I'm all nervous 'cause you're on my mind all the time
I wanna tell you but I'm super shy, super shy
I'm super shy, super shy
But wait a minute while I make you mine, make you mine
I'm all nervous 'cause you're on my mind all the time
I wanna tell you but I'm super shy, super shy

You don't even know my name
Do ya?
You don't even know my name
Do ya-a?
More than anyone
You don't even know my name
Do ya?
You don't even know my name
Do ya-a?"
Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716,300,215,745,58,"1,021",118,,Major,71,65,68,6,0,3,7,"We were good, we were gold
Kinda dream that can't be sold
We were right 'til we weren't
Built a home and watched it burn

Mm, I didn't wanna leave you
I didn't wanna lie
Started to cry but then remembered I

I can buy myself flowers
Write my name in the sand
Talk to myself for hours
Say things you don't understand
I can take myself dancing
And I can hold my own hand
Yeah, I can love me better than you can

Can love me better
I can love me better, baby
Can love me better
I can love me better, baby

Paint my nails cherry red
Match the roses that you left
No remorse, no regret
I forgive every word you said

Ooh, I didn't wanna leave you, baby
I didn't wanna fight
Started to cry but then remembered I

I can buy myself flowers
Write my name in the sand
Talk to myself for hours, yeah
Say things you don't understand
I can take myself dancing, eh, eh
I can hold my own hand
Yeah, I can love me better than you can

Can love me better
I can love me better, baby
Can love me better
I can love me better, baby
Can love me better
I can love me better, baby
Can love me better
I

I didn't wanna leave you
I didn't wanna fight
Started to cry but then remembered I

I can buy myself flowers, oh, oh
Write my name in the sand, mm
Talk to myself for hours (Yeah, yeah)
Say things you don't understand (never will)
I can take myself dancing, yeah, yeah
I can hold my own hand
Yeah, I can love me better than
Yeah, I can love me better than you can, uh

Can love me better
I can love me better, baby
Can love me better
I can love me better, baby (Than you can)
Can love me better
I can love me better, baby
Can love me better
I"
Daylight,David Kushner,1,2023,4,14,3528,98,387570742,80,156,182,24,"1,281",130,D,Minor,51,32,43,83,0,9,3,"Telling myself I won't go there
Oh, but I know that I won't care
Tryna wash away all the blood I've spilt
This lust is a burden that we both share
Two sinners can't atone from a lone prayer
Souls tied, intertwined by pride and guilt

(Ooh) There's darkness in the distance
From the way that I've been livin'
(Ooh) But I know I can't resist it

Oh, I love it and I hate it at the same time
You and I drink the poison from the same vine
Oh, I love it and I hate it at the same time
Hidin' all of our sins from the daylight
From the daylight, runnin' from the daylight
From the daylight, runnin' from the daylight
Oh, I love it and I hate it at the same time

Tellin' myself it's the last time
Can you spare any mercy that you might find
If I'm down on my knees again?
Deep down, way down, Lord, I try
Try to follow your light, but it's nighttime
Please don't leave me in the end

(Ooh) There's darkness in the distance
I'm beggin' for forgiveness
(Ooh) But I know I might resist it, oh

Oh, I love it and I hate it at the same time
You and I drink the poison from the same vine
Oh, I love it and I hate it at the same time
Hidin' all of our sins from the daylight
From the daylight, runnin' from the daylight
From the daylight, runnin' from the daylight
Oh, I love it and I hate it at the same time
Oh, I love it and I hate it at the same time
You and I drink the poison from the same vine
Oh, I love it and I hate it at the same time
Hidin' all of our sins from the daylight
From the daylight, runnin' from the daylight
From the daylight, runnin' from the daylight
Oh, I love it and I hate it at the same time"
As It Was,Harry Styles,1,2022,3,31,23575,130,2513188493,403,198,863,46,,174,F#,Minor,52,66,73,34,0,31,6,"Come on, Harry, we wanna say goodnight to you

Holdin' me back
Gravity's holdin' me back
I want you to hold out the palm of your hand
Why don't we leave it at that?
Nothin' to say
When everything gets in the way
Seems you cannot be replaced
And I'm the one who will stay, oh-oh-oh

In this world, it's just us
You know it's not the same as it was
In this world, it's just us
You know it's not the same as it was
As it was, as it was
You know it's not the same

Answer the phone
""Harry, you're no good alone
Why are you sitting at home on the floor?
What kind of pills are you on?""
Ringin' the bell
And nobody's coming to help
Your daddy lives by himself
He just wants to know that you're well, oh-oh-oh

In this world, it's just us
You know it's not the same as it was
In this world, it's just us
You know it's not the same as it was
As it was, as it was
You know it's not the same

Go home, get ahead, light-speed internet
I don't wanna talk about the way that it was
Leave America, two kids follow her
I don't wanna talk about who's doin' it first

(Hey)
As it was
You know it's not the same as it was
As it was, as it was"
Kill Bill,SZA,1,2022,12,8,8109,77,1163093654,183,162,161,12,187,89,G#,Major,64,43,73,5,17,16,4,"I'm still a fan even though I was salty
Hate to see you with some other broad, know you happy
Hate to see you happy if I'm not the one drivin'

I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one should, I might

I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him, though
Rather be in jail than alone

I get the sense that it's a lost cause
I get the sense that you might really love her
This text gon' be evidence, this text is evidence
I try to ration with you, no murders or crime of passion
But, damn, you was out of reach
You was at the farmer's market with your perfect peach
Now I'm in the basement, plannin' home invasion
Now you layin' face-down, got me singin' over a beat

I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one will, I (I might)

I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him, though
Rather be in jail than alone

I did it all for love (Love)
I did it all on no drugs (Drugs)
I did all of this sober
I did it all for us, oh
I did it all for love (Love)
I did all of this on no drugs (Drugs)
I did all of this sober
Don't you know I did it all for us? (I'm gon' kill your ass tonight)

Oh, I just killed my ex, not the best idea (Idea)
Killed his girlfriend next, how'd I get here?
I just killed my ex, I still love him, though (I do)
Rather be in hell than alone"
Cupid Twin Version,Fifty Fifty,1,2023,2,24,2942,77,496795686,91,212,78,6,0,120,B,Minor,78,76,59,43,0,34,3,"La, la, la, la-la-la
La, la-la-la, la, la-la-la

A hopeless romantic all my life
Surrounded by couples all the time
I guess I should take it as a sign
(Oh why, oh why, oh why, oh why?)

I'm feeling lonely (Lonely)
Oh, I wish I'd find a lover that could hold me (Hold me)
Now, I'm crying in my room
So skeptical of love (Say what you say, but I want it more)
But still, I want it more, more, more

I gave a second chance to Cupid
But now, I'm left here feeling stupid
Oh, the way he makes me feel
That love isn't real
Cupid is so dumb

I look for his arrows every day
I guess he got lost or flew away
Waiting around is a waste (Waste)
Been counting the days since November
Is loving as good as they say?

Now I'm so lonely (Lonely)
Oh, I wish I'd find a lover that could hold me (Hold me)
Now I'm crying in my room
So skeptical of love (Say what you say, but I want it more)
But still, I want it more, more, more

I gave a second chance to Cupid
But now, I'm left here feeling stupid
Oh, the way he makes me feel
That love isn't real
Cupid is so dumb
(Cupid is so dumb)

Hopeless girl is seeking
Someone who will share this feeling
I'm a fool
A fool for love, a fool for love

I gave a second chance to Cupid
But now, I'm left here feeling stupid
Oh, the way he makes me feel
That love isn't real
Cupid is so dumb
I gave a second chance to Cupid
(Hopeless girl is seeking someone)
But now, I'm left here feeling stupid
(Who will share this feeling)
Oh, the way he makes me feel
That love isn't real
(I'm a fool)
Cupid is so dumb
(A fool for love, a fool for love)"
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1,2023,7,13,873,104,30546883,80,227,95,24,"1,173",78,,Major,44,14,9,96,0,10,3,"I used to float, now I just fall down
I used to know, but I'm not sure now
What I was made for
What was I made for?
Takin' a drive, I was an ideal
Looked so alive, turns out, I'm not real
Just something you paid for
What was I made for?

'Cause I, I
I don't know how to feel
But I wanna try
I don't know how to feel
But someday I might
Someday I might

Mm, mm-mm, aah-ooh
Mm-mm-mm, mm-mm, mm-mm

When did it end? All the enjoyment
I'm sad again, don't tell my boyfriend
It's not what he's made for
What was I made for?

'Cause I, 'cause I
I don't know how to feel
But I wanna try
I don't know how to feel
But someday I might
Someday I might

Think I forgot, how to be happy
Something I'm not, but something I can be
Something I wait for
Something I'm made for
Something I'm made for"
Classy 101,"Feid, Young Miko",2,2023,3,31,2610,40,335222234,43,100,54,14,187,100,B,Major,86,67,66,14,0,12,16,"To' los día' te imagino
Como te debes ver sin ese Valentino
Con ese cuerpo asesino
Divino, ma

Que yo esté pensándote para mí es normal
To' lo que tienes a mí me gusta
Vamos a comernos, baby, aunque no sea formal
Y si nos envolvemos no me asusta

Tú tienes cara de que te gusta freaky y nasty, nada de lo romantic
Tú te ves cara, bitchy, classy, en cuatro fantastic
Más que problematic
Tú tocándote, yo loca por entrar, tú sabes lo que me gusta
Sigue cucándome que yo no vo' a fantasmear
Te voy a cobrar la multa

Yeah
Baby, bienvenida al party
Tú eres una bandi con cuerpo de Barbie, yeah
Rumbea desde que no tiene ID, se pone mis Oakley's
Se sube la faldi, yeah

Es otra cosa
Pero mi corillo dice que es peligrosa
Una experta, es una chimba
A la disco que llega ella la destroza

No le pongo frenos
Esas nalgas me las baja hasta el suelo
She said, ""Fuck that""
No le gusta lo normal, to' es extremo

Déjame ver to'
Yo sé que no es nada formal pero dame el OK though
Very welcome
Esta noche vo' a hacerte todo lo que dije por texto, yeah

Tú tienes cara de que te gusta freaky y nasty, nada de lo romantic
Tú te ves cara, bitchy, classy, en cuatro fantastic
Dizque problematic
Tú tocándote, yo loco por entrar, tú sabes lo que me gusta
Sigue cucándome que yo no vo' a fantasmear
Te voy cobrar la multa
Whoa

Mami, esto es un arresto
Te voy a cobrar esa miradita con impuestos
Saca las esposas, baby, yo me presto
Y ponme en house arrest que no me molesto, yeah

Tú tienes cara de que eres una nasty doll debajo de los cobeles, yeah
Oh, ninguna se compara, mami, ese culo es game over

Oh Papa, oh my God
Tú te mueves así, mami, you got me stuck, hey
Peligrosa pero I'm falling in love
Es que no es normal, baby, what the fuck?

No la freno si esas nalgas me las baja hasta el suelo
I said, ""Fuck that"", yeah
Si se me entra pa' encima me mata sin balas

Con esa cara de que le gusta freaky y nasty, nada de lo romantic
Tú te ves cara, bitchy, classy, en cuatro fantastic
Más que problematic
Tú tocándote, yo loca por entrar, tú sabes lo que me gusta
Sigue cucándome que yo no vo' a fantasmear
Te voy cobrar la multa
Whoa

Eh, eh, oh-oh
Ferxxo, Ferxxo
Caleb, Caleb, Calloway, uh-uh
Julia, ey
It's Baby Miko
Brr, ey, yo, Mauro"
Like Crazy,Jimin,1,2023,3,24,596,68,363369738,8,104,23,2,29,120,G,Major,63,36,73,0,0,36,4,"[Romanized:]

She's saying
Baby, saenggakaji ma
There's not a bad thing here tonight
Baby, tteonado joa
Isseo jwo oneulkkajiman

Watch me go
Nal jeoksyeo bamsaedorok (away)
Achimdo
Chwihaeseo oji anke

Sikkeureoun eumak soge
Huimihaejin na
Deurama gateun ppeonhan story
Iksukaejyeo ga
Nega aldeon nareul chatgien meolli on geolkka?
Yeah I know
You know
I know

I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
I bamui kkeuteul jabajwo

Maeil bam
You spin me up high
Neoreul pumeun dal
Let me have a taste

Give me a good ride
(Oh I'm fallin')
It's gon' be a good night
(Oh I'm fallin')
Forever you and I

Geoul soge bichin na
Hayeomeopsi michyeoga
I'm feelin' so alive, wasting time

I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
I bamui kkeuteul jabajwo

Maeil bam
You spin me up high
Neoreul pumeun dal
Let me have a taste

Give me a good ride
(Oh I'm fallin')
It's gon' be a good night
(Oh I'm fallin')
Forever you and I

This will break me
This is gonna break me
No don't you wake me
I wanna stay in this dream, don't save me
Don't you try to save me
I need a way we
I need a way we can dream on

[Korean:]

She's saying
Baby, 생각하지 마
There's not a bad thing here tonight
Baby, 떠나도 좋아
있어 줘 오늘까지만

Watch me go
날 적셔 밤새도록 (away)
아침도
취해서 오지 않게

시끄러운 음악 속에
희미해진 나
드라마 같은 뻔한 story
익숙해져 가
네가 알던 나를 찾기엔 멀리 온 걸까?
Yeah I know
You know
I know

I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘

매일 밤
You spin me up high
너를 품은 달
Let me have a taste

Give me a good ride
(Oh I'm fallin')
It's gon' be a good night
(Oh I'm fallin')
Forever you and I

거울 속에 비친 나
하염없이 미쳐가
I'm feelin' so alive, wasting time

I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘

매일 밤
You spin me up high
너를 품은 달
Let me have a taste

Give me a good ride
(Oh I'm fallin')
It's gon' be a good night
(Oh I'm fallin')
Forever you and I

This will break me
This is gonna break me
No don't you wake me
I wanna stay in this dream, don't save me
Don't you try to save me
I need a way we
I need a way we can dream on

[English translation:]

I think we can last forever
I am afraid everything will disappear
Just trust me

She's saying
Baby, don't think about it
There's not a bad thing here tonight
Baby, you can leave it
Stay with me until today

Watch me go
Wet me all night (Away)
And morning too
Don't come if you're drunk

In this loud music
It fades me
It's a drama-like story
I'm get used to it
Have you come far to find me that you used to know?
Yeah, I know
You know, I know (Ooh)

I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
It holds to the end of this night
Every night
You spin me up high
The moon that embraces you
Let me have a taste

Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
It's gon' be a good night (Oh, I'm fallin')
Forever you and I

Mmm-hmm
Yeah, hey
Mmm-hmm
Ooh-woah
Mmm-hmm
Mmm-hmm
(Forever, you and I)

Me reflects in the mirror
I'm going crazy without hesitation
I'm feelin' so alive, wasting time

I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
It holds to the end of this night
Every night
You spin me up high
The moon that embraces you
Let me have a taste

Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
It's gon' be a good night (Oh, I'm fallin')
Forever you and I

This will break me
This is gonna break me (Break me)
No, don't you wake me (Wake me)
I wanna stay in this dream, don't save me
Don't you try to save me (Save me)
I need a way we (Way we)
I need a way we can dream on (On, on, on)

Not again
What's the point?"
